# coordinator_comparison mode=gossip n=10 duration_secs=20 decision_rate_hz=50 load_update_rate_hz=10 warmup_secs=6
# warmup 10/10 → client sees 10 workers, 10 peers; broker has 0 peers
mode,n,decision_idx,perceived_load,true_load,decision_us,is_misroute
gossip,10,383,21,21,23,false
gossip,10,384,21,21,36,false
gossip,10,385,21,22,16,false
gossip,10,386,22,22,23,false
gossip,10,387,22,22,16,false
gossip,10,388,22,22,17,false
gossip,10,389,22,22,32,false
gossip,10,390,26,26,30,false
gossip,10,391,26,26,17,false
gossip,10,392,26,26,19,false
gossip,10,393,26,26,30,false
gossip,10,394,26,26,19,false
gossip,10,395,23,23,16,false
gossip,10,396,23,23,17,false
gossip,10,397,23,23,16,false
gossip,10,398,23,23,15,false
gossip,10,399,19,19,12,false
gossip,10,400,19,19,35,false
gossip,10,401,19,19,17,false
gossip,10,402,19,19,14,false
gossip,10,403,19,19,14,false
gossip,10,404,17,17,17,false
gossip,10,405,17,17,22,false
gossip,10,406,17,17,16,false
gossip,10,407,17,17,15,false
gossip,10,408,16,16,32,false
gossip,10,409,16,16,28,false
gossip,10,410,16,16,16,false
gossip,10,411,16,16,14,false
gossip,10,412,16,16,40,false
gossip,10,413,21,21,21,false
gossip,10,414,21,21,17,false
gossip,10,415,21,21,41,false
gossip,10,416,21,21,26,false
gossip,10,417,21,21,33,false
gossip,10,418,22,22,15,false
gossip,10,419,22,22,34,false
gossip,10,420,22,22,27,false
gossip,10,421,22,22,12,false
gossip,10,422,22,27,25,true
gossip,10,423,20,20,26,false
gossip,10,424,20,20,36,false
gossip,10,425,20,20,34,false
gossip,10,426,20,20,28,false
gossip,10,427,19,19,34,false
gossip,10,428,19,16,17,false
gossip,10,429,16,16,15,false
gossip,10,430,16,16,29,false
gossip,10,431,16,16,25,false
gossip,10,432,16,16,21,false
gossip,10,433,15,15,16,false
gossip,10,434,15,15,28,false
gossip,10,435,15,15,22,false
gossip,10,436,15,15,18,false
gossip,10,437,15,15,32,false
gossip,10,438,17,17,16,false
gossip,10,439,17,17,16,false
gossip,10,440,17,17,24,false
gossip,10,441,17,17,22,false
gossip,10,442,20,20,16,false
gossip,10,443,20,20,17,false
gossip,10,444,20,20,24,false
gossip,10,445,20,20,20,false
gossip,10,446,20,20,18,false
gossip,10,447,21,21,43,false
gossip,10,448,21,21,16,false
gossip,10,449,21,21,28,false
gossip,10,450,21,21,29,false
gossip,10,451,21,26,49,true
gossip,10,452,22,22,30,false
gossip,10,453,22,22,18,false
gossip,10,454,22,22,22,false
gossip,10,455,22,22,15,false
gossip,10,456,18,18,11,false
gossip,10,457,18,18,30,false
gossip,10,458,18,18,30,false
gossip,10,459,18,18,22,false
gossip,10,460,18,18,15,false
gossip,10,461,18,18,32,false
gossip,10,462,18,18,14,false
gossip,10,463,18,18,23,false
gossip,10,464,18,18,16,false
gossip,10,465,18,18,18,false
gossip,10,466,18,18,31,false
gossip,10,467,18,18,1237,false
gossip,10,468,18,18,17,false
gossip,10,469,18,18,24,false
gossip,10,470,18,18,15,false
gossip,10,471,18,18,22,false
gossip,10,472,18,18,23,false
gossip,10,473,15,15,23,false
gossip,10,474,15,15,32,false
gossip,10,475,15,15,40,false
gossip,10,476,15,15,20,false
gossip,10,477,15,15,17,false
gossip,10,478,17,17,34,false
gossip,10,479,17,17,24,false
gossip,10,480,17,17,28,false
gossip,10,481,17,17,20,false
gossip,10,482,18,18,14,false
gossip,10,483,18,18,14,false
gossip,10,484,18,18,29,false
gossip,10,485,18,18,30,false
gossip,10,486,18,18,38,false
gossip,10,487,16,16,17,false
gossip,10,488,16,16,31,false
gossip,10,489,16,16,35,false
gossip,10,490,16,16,29,false
gossip,10,491,18,18,23,false
gossip,10,492,18,18,17,false
gossip,10,493,18,18,27,false
gossip,10,494,18,18,32,false
gossip,10,495,18,18,25,false
gossip,10,496,22,22,37,false
gossip,10,497,22,22,22,false
gossip,10,498,22,22,19,false
gossip,10,499,22,22,23,false
gossip,10,500,22,20,21,false
gossip,10,501,20,20,19,false
gossip,10,502,20,20,29,false
gossip,10,503,20,20,36,false
gossip,10,504,20,20,23,false
gossip,10,505,18,18,30,false
gossip,10,506,18,18,17,false
gossip,10,507,18,18,27,false
gossip,10,508,18,18,27,false
gossip,10,509,18,18,29,false
gossip,10,510,23,23,16,false
gossip,10,511,23,23,15,false
gossip,10,512,23,23,28,false
gossip,10,513,23,23,30,false
gossip,10,514,24,24,18,false
gossip,10,515,24,24,18,false
gossip,10,516,24,24,30,false
gossip,10,517,24,24,23,false
gossip,10,518,24,24,29,false
gossip,10,519,22,22,28,false
gossip,10,520,22,22,15,false
gossip,10,521,22,22,33,false
gossip,10,522,22,22,33,false
gossip,10,523,22,23,22,false
gossip,10,524,23,23,24,false
gossip,10,525,23,23,28,false
gossip,10,526,23,23,28,false
gossip,10,527,23,23,38,false
gossip,10,528,22,22,18,false
gossip,10,529,22,22,24,false
gossip,10,530,22,22,26,false
gossip,10,531,22,22,23,false
gossip,10,532,22,22,23,false
gossip,10,533,23,23,30,false
gossip,10,534,23,23,30,false
gossip,10,535,23,23,29,false
gossip,10,536,23,23,52,false
gossip,10,537,21,21,21,false
gossip,10,538,21,21,23,false
gossip,10,539,21,21,35,false
gossip,10,540,21,21,24,false
gossip,10,541,21,21,24,false
gossip,10,542,24,24,37,false
gossip,10,543,24,24,35,false
gossip,10,544,24,24,24,false
gossip,10,545,24,24,22,false
gossip,10,546,26,26,26,false
gossip,10,547,26,26,26,false
gossip,10,548,26,26,25,false
gossip,10,549,26,26,27,false
gossip,10,550,26,26,24,false
gossip,10,551,25,25,17,false
gossip,10,552,25,25,25,false
gossip,10,553,25,25,39,false
gossip,10,554,25,25,23,false
gossip,10,555,25,25,37,false
gossip,10,556,26,26,31,false
gossip,10,557,26,26,24,false
gossip,10,558,26,26,42,false
gossip,10,559,26,26,28,false
gossip,10,560,24,24,29,false
gossip,10,561,24,24,111,false
gossip,10,562,24,24,19,false
gossip,10,563,24,24,35,false
gossip,10,564,24,24,30,false
gossip,10,565,27,27,31,false
gossip,10,566,27,27,45,false
gossip,10,567,27,27,37,false
gossip,10,568,27,27,31,false
gossip,10,569,27,23,36,false
gossip,10,570,23,23,27,false
gossip,10,571,23,23,26,false
gossip,10,572,23,23,30,false
gossip,10,573,23,23,60,false
gossip,10,574,20,20,31,false
gossip,10,575,20,20,31,false
gossip,10,576,20,20,118,false
gossip,10,577,20,20,40,false
gossip,10,578,20,20,33,false
gossip,10,579,23,23,23,false
gossip,10,580,23,23,37,false
gossip,10,581,23,23,38,false
gossip,10,582,23,23,32,false
gossip,10,583,23,23,17,false
gossip,10,584,23,23,29,false
gossip,10,585,23,23,31,false
gossip,10,586,23,23,23,false
gossip,10,587,23,23,36,false
gossip,10,588,24,24,31,false
gossip,10,589,24,24,32,false
gossip,10,590,24,24,25,false
gossip,10,591,24,24,24,false
gossip,10,592,22,22,26,false
gossip,10,593,22,22,40,false
gossip,10,594,22,22,24,false
gossip,10,595,22,22,30,false
gossip,10,596,22,22,31,false
gossip,10,597,18,18,23,false
gossip,10,598,18,18,24,false
gossip,10,599,18,18,48,false
